,RN,RY,DN,DY,total
represent,0.0909090909091,0.00842696629213,0.0412371134021,0.0227272727273,17.0
9/11,0.272727272727,0.0140449438202,0.0240549828179,0.0,15.0
chinese,0.272727272727,0.123595505618,0.0927835051546,0.0,74.0
dollar,0.181818181818,0.0224719101124,0.0137457044674,0.0454545454545,16.0
existing,0.0909090909091,0.0421348314607,0.0790378006873,0.113636363636,44.0
follow,0.0909090909091,0.0224719101124,0.0240549828179,0.0,16.0
decisions,0.0909090909091,0.061797752809,0.0927835051546,0.0,50.0
preserves,0.0909090909091,0.00561797752809,0.0,0.0,3.0
rights,0.0909090909091,0.191011235955,0.896907216495,0.0,330.0
catastrophe,0.363636363636,0.0365168539326,0.00687285223368,0.0454545454545,21.0
laid,0.0909090909091,0.0112359550562,0.00687285223368,0.0,7.0
send,0.181818181818,0.0393258426966,0.0481099656357,0.0454545454545,32.0
asking,0.0909090909091,0.0224719101124,0.0446735395189,0.0,22.0
rohrabacher-baird,0.181818181818,0.0,0.0,0.0,2.0
sent,0.0909090909091,0.0112359550562,0.0240549828179,0.0227272727273,13.0
jurisdiction,0.181818181818,0.0280898876404,0.0618556701031,0.0227272727273,31.0
outside,0.0909090909091,0.0252808988764,0.020618556701,0.0454545454545,18.0
rise,0.363636363636,0.14606741573,0.202749140893,0.0909090909091,119.0
terof,0.0909090909091,0.0280898876404,0.0446735395189,0.0,24.0
worst,0.181818181818,0.0112359550562,0.0171821305842,0.0,11.0
fall,0.0909090909091,0.00842696629213,0.0103092783505,0.0,7.0
affect,0.0909090909091,0.0140449438202,0.00687285223368,0.0,8.0
ticket,0.181818181818,0.00280898876404,0.0,0.0,3.0
bringing,0.0909090909091,0.0365168539326,0.0343642611684,0.0,24.0
governments,0.0909090909091,0.0140449438202,0.0309278350515,0.0,15.0
solves,0.272727272727,0.0,0.0,0.0,3.0
presented,0.0909090909091,0.0112359550562,0.0171821305842,0.0,10.0
did,0.272727272727,0.112359550562,0.185567010309,0.204545454545,106.0
cause,0.0909090909091,0.0224719101124,0.0446735395189,0.0,22.0
shock,0.181818181818,0.00280898876404,0.0,0.0,3.0
venue,0.0909090909091,0.0112359550562,0.0309278350515,0.0,14.0
solution,0.454545454545,0.0112359550562,0.0240549828179,0.0454545454545,18.0
fewer,0.0909090909091,0.00842696629213,0.0240549828179,0.0,11.0
leave,0.727272727273,0.0112359550562,0.0618556701031,0.0,30.0
h.and,0.0909090909091,0.00561797752809,0.0274914089347,0.0,11.0
team,0.0909090909091,0.00280898876404,0.0,0.0,2.0
small,0.0909090909091,0.109550561798,0.0549828178694,0.0454545454545,58.0
shipped,0.0909090909091,0.0,0.00687285223368,0.0,3.0
enforce,0.0909090909091,0.0252808988764,0.0481099656357,0.0,24.0
jurisdictional,0.0909090909091,0.0,0.00343642611684,0.0,2.0
force,0.454545454545,0.0280898876404,0.0412371134021,0.0454545454545,29.0
regret,0.0909090909091,0.0,0.0,0.0454545454545,3.0
japanese,0.0909090909091,0.0,0.00343642611684,0.0,2.0
budget,0.0909090909091,0.10393258427,0.0927835051546,0.272727272727,77.0
past,0.181818181818,0.0308988764045,0.0721649484536,0.136363636364,40.0
street,0.0909090909091,0.00280898876404,0.0103092783505,0.0,5.0
plead,0.0909090909091,0.00280898876404,0.0103092783505,0.0,5.0
dynamics,0.0909090909091,0.0,0.00343642611684,0.0,2.0
functioning,0.0909090909091,0.0112359550562,0.020618556701,0.0,11.0
blue,0.0909090909091,0.0,0.00687285223368,0.0,3.0
what,2.09090909091,0.446629213483,0.821305841924,0.5,443.0
power,0.0909090909091,0.0786516853933,0.0687285223368,0.0,49.0
jeopardy,0.0909090909091,0.0,0.00343642611684,0.0227272727273,3.0
lurch,0.272727272727,0.0,0.0,0.0,3.0
waiting,0.0909090909091,0.00280898876404,0.0103092783505,0.136363636364,11.0
pleading,0.181818181818,0.00280898876404,0.00687285223368,0.0227272727273,6.0
new,0.272727272727,0.292134831461,0.374570446735,0.272727272727,228.0
boost,0.0909090909091,0.0,0.0103092783505,0.0227272727273,5.0
exercise,0.0909090909091,0.0168539325843,0.0274914089347,0.0,15.0
focuses,0.0909090909091,0.00280898876404,0.00343642611684,0.0,3.0
gathered,0.272727272727,0.0,0.00343642611684,0.0,4.0
loose,0.181818181818,0.0,0.0,0.0,2.0
votes,0.181818181818,0.0308988764045,0.134020618557,0.0681818181818,55.0
let,0.909090909091,0.188202247191,0.226804123711,0.227272727273,153.0
address,0.181818181818,0.0786516853933,0.178694158076,0.0454545454545,84.0
consideration,0.0909090909091,0.0814606741573,0.103092783505,0.0,60.0
strong,0.0909090909091,0.109550561798,0.137457044674,0.0454545454545,82.0
change,0.0909090909091,0.064606741573,0.158075601375,0.113636363636,75.0
wait,0.181818181818,0.00842696629213,0.00687285223368,0.0227272727273,8.0
quo,0.0909090909091,0.00280898876404,0.0,0.0227272727273,3.0
leaves,0.181818181818,0.00280898876404,0.0137457044674,0.0227272727273,8.0
allows,0.0909090909091,0.0786516853933,0.0996563573883,0.0909090909091,62.0
leaving,0.0909090909091,0.00842696629213,0.0378006872852,0.0,15.0
permit,0.0909090909091,0.0112359550562,0.0343642611684,0.0454545454545,17.0
california,0.0909090909091,0.154494382022,0.209621993127,0.0227272727273,118.0
changes,0.0909090909091,0.0224719101124,0.0996563573883,0.0,38.0
consumers,0.181818181818,0.0196629213483,0.0137457044674,0.0,13.0
family,0.272727272727,0.0252808988764,0.0584192439863,0.0,29.0
heart,0.0909090909091,0.0168539325843,0.0171821305842,0.0,12.0
brought,0.0909090909091,0.0533707865169,0.0790378006873,0.0,43.0
singing,0.272727272727,0.00280898876404,0.0,0.0,4.0
crisis,1.63636363636,0.0308988764045,0.0584192439863,0.0227272727273,47.0
select,0.0909090909091,0.00561797752809,0.00343642611684,0.0,4.0
standing,0.0909090909091,0.00842696629213,0.0171821305842,0.0227272727273,10.0
ill-considered,0.0909090909091,0.0,0.00343642611684,0.0,2.0
takes,0.0909090909091,0.0477528089888,0.0549828178694,0.0454545454545,36.0
would,1.90909090909,0.86797752809,1.55670103093,0.909090909091,823.0
remains,0.0909090909091,0.0168539325843,0.0309278350515,0.0,16.0
mexico,0.181818181818,0.00842696629213,0.0103092783505,0.0,8.0
h.on,0.0909090909091,0.00280898876404,0.00343642611684,0.0,3.0
suit,0.0909090909091,0.0393258426966,0.0412371134021,0.0,27.0
examination,0.0909090909091,0.00561797752809,0.00343642611684,0.0,4.0
opposed,0.0909090909091,0.0168539325843,0.0515463917526,0.0454545454545,24.0
problethat,0.0909090909091,0.0112359550562,0.0103092783505,0.0454545454545,10.0
type,0.0909090909091,0.0112359550562,0.0309278350515,0.0227272727273,15.0
today,0.272727272727,0.339887640449,0.398625429553,0.295454545455,253.0
flaw,0.0909090909091,0.00842696629213,0.0,0.0,4.0
continue,0.0909090909091,0.11797752809,0.106529209622,0.0681818181818,77.0
started,0.0909090909091,0.00561797752809,0.0137457044674,0.0,7.0
inclined,0.0909090909091,0.00280898876404,0.0,0.0,2.0
potentially,0.0909090909091,0.00280898876404,0.0309278350515,0.0227272727273,12.0
basically,0.181818181818,0.0112359550562,0.0103092783505,0.0454545454545,11.0
baby,0.0909090909091,0.00280898876404,0.0,0.0,2.0
cases,0.0909090909091,0.0674157303371,0.182130584192,0.0,78.0
iii,0.545454545455,0.00561797752809,0.00343642611684,0.0,9.0
keeping,0.0909090909091,0.0112359550562,0.00687285223368,0.0,7.0
join,0.181818181818,0.0252808988764,0.0240549828179,0.0454545454545,20.0
currency,0.181818181818,0.129213483146,0.0962199312715,0.0,76.0
challenge,0.272727272727,0.0196629213483,0.0240549828179,0.0227272727273,18.0
work,0.545454545455,0.25,0.243986254296,0.272727272727,178.0
districts,0.0909090909091,0.0224719101124,0.0171821305842,0.0,14.0
nebraska,0.363636363636,0.0196629213483,0.0,0.0,11.0
can,0.909090909091,0.556179775281,0.93470790378,0.454545454545,500.0
example,0.363636363636,0.064606741573,0.085910652921,0.0,52.0
deceased,0.0909090909091,0.0,0.0,0.0227272727273,2.0
history,0.0909090909091,0.0505617977528,0.0756013745704,0.0454545454545,43.0
claim,0.181818181818,0.0533707865169,0.0618556701031,0.0,39.0
citizens,0.181818181818,0.061797752809,0.109965635739,0.136363636364,62.0
estate,0.0909090909091,0.0,0.0103092783505,0.0,4.0
process,0.272727272727,0.168539325843,0.295532646048,0.0909090909091,153.0
confused,0.181818181818,0.0,0.0,0.0,2.0
days,0.454545454545,0.199438202247,0.199312714777,0.136363636364,140.0
states,1.36363636364,0.424157303371,0.470790378007,0.159090909091,310.0
heard,0.181818181818,0.061797752809,0.0962199312715,0.0681818181818,55.0
protects,0.0909090909091,0.0252808988764,0.020618556701,0.0227272727273,17.0
numbers,0.0909090909091,0.0308988764045,0.0240549828179,0.0681818181818,22.0
want,0.181818181818,0.26404494382,0.422680412371,0.386363636364,236.0
counting,0.0909090909091,0.00561797752809,0.020618556701,0.0,9.0
huge,0.181818181818,0.0168539325843,0.0240549828179,0.0,15.0
needs,0.181818181818,0.0983146067416,0.164948453608,0.227272727273,95.0
united,1.0,0.241573033708,0.353951890034,0.0681818181818,203.0
requirements,0.0909090909091,0.0449438202247,0.113402061856,0.0227272727273,51.0
democracy,0.0909090909091,0.0421348314607,0.0893470790378,0.0454545454545,44.0
initiate,0.0909090909091,0.00561797752809,0.0,0.0,3.0
means,0.0909090909091,0.0758426966292,0.0996563573883,0.0454545454545,59.0
magazine,0.0909090909091,0.00561797752809,0.00343642611684,0.0,4.0
struggling,0.0909090909091,0.0,0.0171821305842,0.0,6.0
1,0.0909090909091,0.191011235955,0.14089347079,0.25,121.0
how,0.181818181818,0.216292134831,0.312714776632,0.136363636364,176.0
instead,0.181818181818,0.0337078651685,0.109965635739,0.0,46.0
economy,0.181818181818,0.0842696629213,0.0412371134021,0.0227272727273,45.0
alternative,0.818181818182,0.0112359550562,0.0171821305842,0.0227272727273,19.0
blocks,0.0909090909091,0.00280898876404,0.00687285223368,0.0,4.0
intended,0.363636363636,0.0252808988764,0.0343642611684,0.0,23.0
testimony,0.0909090909091,0.00842696629213,0.0343642611684,0.0,14.0
abuse,0.0909090909091,0.14606741573,0.085910652921,0.0,78.0
president,0.545454545455,0.171348314607,0.257731958763,0.0454545454545,144.0
law,0.363636363636,0.227528089888,0.27147766323,0.181818181818,172.0
tariffs,0.0909090909091,0.00280898876404,0.0103092783505,0.0,5.0
purchase,0.0909090909091,0.0112359550562,0.0,0.0,5.0
realized,0.181818181818,0.0,0.00687285223368,0.0,4.0
short,0.272727272727,0.0421348314607,0.0240549828179,0.0909090909091,29.0
baird,0.0909090909091,0.0168539325843,0.00687285223368,0.0227272727273,10.0
fundamental,0.0909090909091,0.0168539325843,0.0515463917526,0.0,22.0
threatens,0.0909090909091,0.0,0.0103092783505,0.0,4.0
representation,0.636363636364,0.0786516853933,0.0412371134021,0.0681818181818,50.0
subsequently,0.0909090909091,0.0,0.00343642611684,0.0,2.0
democratic,0.272727272727,0.0421348314607,0.0790378006873,0.0454545454545,43.0
order,0.0909090909091,0.168539325843,0.278350515464,0.159090909091,149.0
constituents,0.0909090909091,0.00842696629213,0.0652920962199,0.0454545454545,25.0
areas,0.0909090909091,0.0337078651685,0.0412371134021,0.0227272727273,26.0
mission,0.0909090909091,0.0421348314607,0.0481099656357,0.0227272727273,31.0
years,0.272727272727,0.191011235955,0.371134020619,0.272727272727,191.0
committee,0.181818181818,0.51404494382,0.680412371134,0.454545454545,403.0
cuts,0.0909090909091,0.00280898876404,0.106529209622,0.0227272727273,34.0
mentioned,0.0909090909091,0.0224719101124,0.0274914089347,0.0,17.0
japan,0.0909090909091,0.00842696629213,0.00343642611684,0.0,5.0
bombing,0.0909090909091,0.00280898876404,0.0,0.0,2.0
26,0.0909090909091,0.0,0.0378006872852,0.0,12.0
20,0.0909090909091,0.0421348314607,0.0481099656357,0.0454545454545,32.0
thank,0.0909090909091,0.258426966292,0.316151202749,0.227272727273,195.0
fix,0.0909090909091,0.00280898876404,0.0309278350515,0.0,11.0
offers,0.0909090909091,0.00842696629213,0.00687285223368,0.0,6.0
choose,0.181818181818,0.0252808988764,0.0412371134021,0.0681818181818,26.0
suspension,0.0909090909091,0.0168539325843,0.0893470790378,0.0,33.0
weeks,0.727272727273,0.0365168539326,0.0549828178694,0.0909090909091,41.0
bipartisan,0.0909090909091,0.106741573034,0.298969072165,0.113636363636,131.0
limbo,0.0909090909091,0.00561797752809,0.0,0.0,3.0
seeto,0.0909090909091,0.00280898876404,0.0137457044674,0.0227272727273,7.0
colleague,0.0909090909091,0.0449438202247,0.109965635739,0.0,49.0
good,0.363636363636,0.244382022472,0.240549828179,0.0454545454545,163.0
return,0.0909090909091,0.0168539325843,0.0240549828179,0.0227272727273,15.0
greater,0.0909090909091,0.0477528089888,0.0618556701031,0.0,36.0
break,0.0909090909091,0.00561797752809,0.0137457044674,0.0227272727273,8.0
republican,0.0909090909091,0.0308988764045,0.202749140893,0.204545454545,80.0
killed,0.0909090909091,0.0224719101124,0.0103092783505,0.0,12.0
bank,0.0909090909091,0.0,0.0343642611684,0.0,11.0
structural,0.181818181818,0.0,0.0,0.0,2.0
fully,0.0909090909091,0.0365168539326,0.0756013745704,0.0227272727273,37.0
bills,0.0909090909091,0.0674157303371,0.113402061856,0.0,58.0
bond,0.181818181818,0.00280898876404,0.00343642611684,0.0,4.0
status,0.0909090909091,0.0168539325843,0.020618556701,0.0454545454545,15.0
doing,0.272727272727,0.0814606741573,0.13058419244,0.0454545454545,72.0
house,0.454545454545,0.685393258427,0.604810996564,0.659090909091,454.0
idea,0.0909090909091,0.0365168539326,0.0412371134021,0.0,26.0
joined,0.181818181818,0.0168539325843,0.00687285223368,0.0,10.0
society,0.0909090909091,0.0168539325843,0.0309278350515,0.0454545454545,18.0
currencies,0.0909090909091,0.00561797752809,0.0,0.0,3.0
punitive,0.0909090909091,0.0,0.00343642611684,0.0,2.0
remove,0.0909090909091,0.0224719101124,0.0412371134021,0.0454545454545,23.0
impossible,0.0909090909091,0.00842696629213,0.0171821305842,0.0,9.0
happen,0.363636363636,0.0449438202247,0.0549828178694,0.0227272727273,37.0
special,0.272727272727,0.179775280899,0.144329896907,0.0681818181818,112.0
really,0.181818181818,0.0842696629213,0.123711340206,0.0227272727273,69.0
large,0.0909090909091,0.0477528089888,0.0378006872852,0.0227272727273,30.0
accomplish,0.0909090909091,0.0168539325843,0.00343642611684,0.0,8.0
funding,0.0909090909091,0.13202247191,0.281786941581,0.25,141.0
god,0.363636363636,0.00842696629213,0.00687285223368,0.0,9.0
irony,0.0909090909091,0.0,0.00687285223368,0.0,3.0
increase,0.181818181818,0.0870786516854,0.127147766323,0.0681818181818,73.0
acting,0.0909090909091,0.0112359550562,0.020618556701,0.0,11.0
7,0.727272727273,0.0449438202247,0.0137457044674,0.0227272727273,29.0
suggesting,0.0909090909091,0.00842696629213,0.0,0.0,4.0
got,0.454545454545,0.0280898876404,0.0412371134021,0.0454545454545,29.0
millions,0.0909090909091,0.0252808988764,0.0549828178694,0.0454545454545,28.0
issue,0.181818181818,0.216292134831,0.216494845361,0.159090909091,149.0
correct,0.0909090909091,0.0533707865169,0.0549828178694,0.0227272727273,37.0
passes,0.0909090909091,0.0,0.0309278350515,0.0227272727273,11.0
million,0.363636363636,0.216292134831,0.292096219931,0.25,177.0
little,0.0909090909091,0.0561797752809,0.0549828178694,0.0227272727273,38.0
reason,0.0909090909091,0.0561797752809,0.0618556701031,0.0227272727273,40.0
problebut,0.181818181818,0.0,0.00343642611684,0.0,3.0
tied,0.0909090909091,0.00561797752809,0.0,0.0,3.0
members,0.272727272727,0.362359550562,0.446735395189,0.181818181818,270.0
imagine,0.0909090909091,0.00561797752809,0.0274914089347,0.0,11.0
ask,0.181818181818,0.0983146067416,0.189003436426,0.181818181818,100.0
estimate,0.0909090909091,0.00561797752809,0.00687285223368,0.0,5.0
inevitable,0.0909090909091,0.00561797752809,0.0,0.0,3.0
wall,0.0909090909091,0.0,0.0137457044674,0.0,5.0
service,0.272727272727,0.0955056179775,0.0584192439863,0.0454545454545,56.0
moment,0.272727272727,0.0112359550562,0.00687285223368,0.0,9.0
priorities,0.0909090909091,0.0140449438202,0.0240549828179,0.0227272727273,14.0
times,0.272727272727,0.064606741573,0.0412371134021,0.0,38.0
thing,0.0909090909091,0.0505617977528,0.0515463917526,0.181818181818,42.0
american,1.09090909091,0.286516853933,0.525773195876,0.295454545455,280.0
oppose,0.363636363636,0.0842696629213,0.302405498282,0.0,122.0
threat,0.0909090909091,0.0196629213483,0.0309278350515,0.0,17.0
consequence,0.0909090909091,0.00842696629213,0.0,0.0,4.0
think,0.363636363636,0.286516853933,0.312714776632,0.477272727273,218.0
purpose,0.181818181818,0.0786516853933,0.0309278350515,0.0,39.0
major,0.0909090909091,0.0561797752809,0.0618556701031,0.0454545454545,41.0
protectionist,0.272727272727,0.0,0.0,0.0,3.0
feel,0.0909090909091,0.0561797752809,0.0274914089347,0.0227272727273,30.0
question,0.181818181818,0.0702247191011,0.213058419244,0.0681818181818,92.0
primary,0.0909090909091,0.0196629213483,0.0103092783505,0.0,11.0
americans,0.181818181818,0.0308988764045,0.168384879725,0.0909090909091,66.0
vote,0.363636363636,0.280898876404,0.580756013746,0.181818181818,281.0
corporations,0.0909090909091,0.00280898876404,0.109965635739,0.0,34.0
message,0.545454545455,0.0196629213483,0.0481099656357,0.0454545454545,29.0
open,0.272727272727,0.0533707865169,0.0927835051546,0.0,49.0
leaders,0.272727272727,0.0196629213483,0.0446735395189,0.0,23.0
legislative,0.0909090909091,0.0814606741573,0.106529209622,0.0,61.0
city,0.0909090909091,0.0308988764045,0.0515463917526,0.0,27.0
given,0.181818181818,0.0308988764045,0.106529209622,0.0227272727273,45.0
necessarily,0.0909090909091,0.00561797752809,0.0103092783505,0.0,6.0
district,0.181818181818,0.0758426966292,0.103092783505,0.0227272727273,60.0
leading,0.0909090909091,0.00561797752809,0.0171821305842,0.0,8.0
needed,0.545454545455,0.0280898876404,0.113402061856,0.227272727273,59.0
national,0.272727272727,0.272471910112,0.254295532646,0.227272727273,184.0
damaging,0.0909090909091,0.0,0.0171821305842,0.0,6.0
listen,0.0909090909091,0.00561797752809,0.0274914089347,0.0,11.0
interests,0.0909090909091,0.0196629213483,0.0515463917526,0.0,23.0
eyes,0.181818181818,0.00280898876404,0.00343642611684,0.0,4.0
cope,0.0909090909091,0.00561797752809,0.00343642611684,0.0,4.0
exactly,0.272727272727,0.0196629213483,0.020618556701,0.0227272727273,17.0
serve,0.0909090909091,0.0898876404494,0.0756013745704,0.0454545454545,57.0
rejected,0.0909090909091,0.0168539325843,0.0240549828179,0.0227272727273,15.0
believe,0.0909090909091,0.205056179775,0.240549828179,0.25,155.0
10,0.0909090909091,0.0477528089888,0.0687285223368,0.0227272727273,39.0
colleagues,0.363636363636,0.255617977528,0.33676975945,0.136363636364,199.0
claithat,0.0909090909091,0.00561797752809,0.0,0.0,3.0
gotten,0.0909090909091,0.00561797752809,0.0,0.0,3.0
outrageous,0.0909090909091,0.00280898876404,0.00687285223368,0.0,4.0
matter,0.0909090909091,0.064606741573,0.106529209622,0.0681818181818,58.0
future,0.181818181818,0.0561797752809,0.0927835051546,0.0,49.0
supposed,0.181818181818,0.00561797752809,0.0515463917526,0.0,19.0
acquisition,0.0909090909091,0.00842696629213,0.0103092783505,0.0,7.0
deciding,0.0909090909091,0.0,0.0103092783505,0.0,4.0
generation,0.0909090909091,0.00842696629213,0.0137457044674,0.0454545454545,10.0
pass,0.0909090909091,0.0702247191011,0.120274914089,0.159090909091,68.0
turned,0.0909090909091,0.0112359550562,0.00343642611684,0.0227272727273,7.0
argument,0.0909090909091,0.0140449438202,0.0137457044674,0.0,10.0
say,0.272727272727,0.202247191011,0.274914089347,0.204545454545,164.0
need,0.636363636364,0.317415730337,0.384879725086,0.431818181818,251.0
turn,0.181818181818,0.0168539325843,0.0481099656357,0.0227272727273,23.0
orders,0.0909090909091,0.0112359550562,0.00343642611684,0.0,6.0
vulnerable,0.454545454545,0.00280898876404,0.0618556701031,0.0227272727273,25.0
note,0.181818181818,0.0252808988764,0.0240549828179,0.0,18.0
potential,0.0909090909091,0.0561797752809,0.0618556701031,0.0227272727273,40.0
chairman,0.181818181818,0.244382022472,0.219931271478,0.363636363636,169.0
which,1.09090909091,0.497191011236,0.639175257732,0.227272727273,385.0
interior,0.0909090909091,0.064606741573,0.0240549828179,0.113636363636,36.0
wanting,0.0909090909091,0.00561797752809,0.0,0.0,3.0
conscience,0.0909090909091,0.00280898876404,0.0,0.0,2.0
sure,0.0909090909091,0.101123595506,0.0824742268041,0.0454545454545,63.0
allow,0.0909090909091,0.14606741573,0.281786941581,0.386363636364,152.0
park,0.272727272727,0.0337078651685,0.00343642611684,0.0454545454545,18.0
who,0.727272727273,0.567415730337,0.80412371134,0.363636363636,460.0
immediate,0.181818181818,0.0196629213483,0.0103092783505,0.0681818181818,15.0
america,0.818181818182,0.160112359551,0.27147766323,0.159090909091,152.0
why,0.272727272727,0.0955056179775,0.292096219931,0.0454545454545,124.0
grave,0.0909090909091,0.00280898876404,0.0171821305842,0.0,7.0
statute,0.272727272727,0.00561797752809,0.0137457044674,0.0,9.0
observation,0.0909090909091,0.00561797752809,0.00687285223368,0.0,5.0
encourage,0.0909090909091,0.0168539325843,0.0515463917526,0.0227272727273,23.0
later,0.0909090909091,0.0533707865169,0.0652920962199,0.0,39.0
drive,0.0909090909091,0.0140449438202,0.00687285223368,0.0,8.0
face,0.272727272727,0.0421348314607,0.0446735395189,0.0454545454545,33.0
looked,0.181818181818,0.0168539325843,0.00343642611684,0.0,9.0
place,0.0909090909091,0.112359550562,0.168384879725,0.0,90.0
away,0.0909090909091,0.0561797752809,0.0962199312715,0.0227272727273,50.0
fact,0.272727272727,0.196629213483,0.230240549828,0.204545454545,149.0
reserve,0.0909090909091,0.168539325843,0.0756013745704,0.0681818181818,86.0
surplus,0.181818181818,0.0,0.00343642611684,0.0,3.0
supported,0.0909090909091,0.0308988764045,0.0790378006873,0.0681818181818,38.0
incapacitate,0.181818181818,0.0,0.0,0.0,2.0
reclaiming,0.0909090909091,0.0252808988764,0.0378006872852,0.0,21.0
fine,0.0909090909091,0.0140449438202,0.00343642611684,0.0,7.0
debate,0.272727272727,0.199438202247,0.247422680412,0.0454545454545,148.0
impact,0.0909090909091,0.0224719101124,0.0790378006873,0.0454545454545,34.0
slow,0.0909090909091,0.0140449438202,0.0103092783505,0.0,9.0
based,0.0909090909091,0.0477528089888,0.202749140893,0.0681818181818,80.0
'with,0.0909090909091,0.0,0.00343642611684,0.0,2.0
title,0.545454545455,0.0280898876404,0.0652920962199,0.0,35.0
written,0.0909090909091,0.0168539325843,0.0274914089347,0.0454545454545,17.0
going,0.545454545455,0.255617977528,0.460481099656,0.318181818182,245.0
candidates,0.0909090909091,0.0477528089888,0.0240549828179,0.0227272727273,26.0
roughshod,0.0909090909091,0.0,0.00343642611684,0.0,2.0
treasury,0.0909090909091,0.0112359550562,0.0171821305842,0.0,10.0
adequate,0.0909090909091,0.0112359550562,0.0103092783505,0.0227272727273,9.0
pointed,0.181818181818,0.0168539325843,0.020618556701,0.0,14.0
hope,0.0909090909091,0.061797752809,0.171821305842,0.113636363636,78.0
carolina,0.181818181818,0.0814606741573,0.0240549828179,0.0,38.0
continuity,0.818181818182,0.101123595506,0.0549828178694,0.0,61.0
ranking,0.0909090909091,0.0561797752809,0.113402061856,0.136363636364,60.0
watching,0.0909090909091,0.0,0.020618556701,0.0,7.0
joint,0.0909090909091,0.00842696629213,0.0240549828179,0.0,11.0
despite,0.0909090909091,0.0168539325843,0.0378006872852,0.0227272727273,19.0
trade,0.454545454545,0.533707865169,0.536082474227,0.0,351.0
procedures,0.181818181818,0.00280898876404,0.0584192439863,0.0,20.0
forty-five,0.0909090909091,0.00280898876404,0.0,0.0,2.0
enemy,0.0909090909091,0.00280898876404,0.00343642611684,0.0,3.0
regarding,0.0909090909091,0.0561797752809,0.0584192439863,0.0,38.0
incapacitated,0.363636363636,0.00842696629213,0.0,0.0227272727273,8.0
yield,0.454545454545,0.629213483146,0.546391752577,0.340909090909,403.0
proponents,0.0909090909091,0.0,0.0171821305842,0.0,6.0
cease,0.0909090909091,0.00280898876404,0.0,0.0,2.0
where,0.272727272727,0.227528089888,0.247422680412,0.113636363636,161.0
wrote,0.0909090909091,0.0196629213483,0.020618556701,0.0,14.0
madam,0.181818181818,0.120786516854,0.106529209622,0.0,76.0
set,0.181818181818,0.0224719101124,0.0515463917526,0.0454545454545,27.0
disaster,0.0909090909091,0.0112359550562,0.0309278350515,0.0,14.0
frame,0.0909090909091,0.0280898876404,0.0171821305842,0.0227272727273,17.0
seat,0.0909090909091,0.00842696629213,0.0103092783505,0.0,7.0
elected,0.909090909091,0.0898876404494,0.0412371134021,0.0227272727273,55.0
officials,0.181818181818,0.0421348314607,0.0343642611684,0.0,27.0
subcommittee,0.0909090909091,0.0842696629213,0.116838487973,0.0454545454545,67.0
unfairly,0.0909090909091,0.0140449438202,0.0,0.0,6.0
yes,0.0909090909091,0.0365168539326,0.0309278350515,0.0,23.0
best,0.0909090909091,0.0898876404494,0.13058419244,0.0454545454545,73.0
repairs,0.0909090909091,0.00842696629213,0.0,0.0,4.0
said,0.363636363636,0.137640449438,0.168384879725,0.181818181818,110.0
partisan,0.181818181818,0.0140449438202,0.0240549828179,0.0681818181818,17.0
gentleman,0.727272727273,0.963483146067,0.982817869416,0.931818181818,678.0
representatives,0.545454545455,0.137640449438,0.120274914089,0.0909090909091,94.0
rejecting,0.0909090909091,0.0,0.00343642611684,0.0,2.0
state,0.909090909091,0.275280898876,0.570446735395,0.204545454545,283.0
unable,0.0909090909091,0.0112359550562,0.020618556701,0.0,11.0
various,0.0909090909091,0.0252808988764,0.0240549828179,0.0227272727273,18.0
approach,0.0909090909091,0.0365168539326,0.0584192439863,0.0454545454545,33.0
compliment,0.0909090909091,0.00280898876404,0.0,0.0227272727273,3.0
tells,0.0909090909091,0.00280898876404,0.0171821305842,0.0,7.0
preserve,0.0909090909091,0.0280898876404,0.0240549828179,0.0,18.0
recently,0.181818181818,0.0308988764045,0.0343642611684,0.0454545454545,25.0
hardship,0.0909090909091,0.00280898876404,0.0,0.0,2.0
confusion,0.0909090909091,0.00842696629213,0.0137457044674,0.0,8.0
sold,0.0909090909091,0.0252808988764,0.00687285223368,0.0227272727273,13.0
court,0.0909090909091,0.0926966292135,0.319587628866,0.0,127.0
agencies,0.181818181818,0.064606741573,0.0343642611684,0.0681818181818,38.0
killing,0.0909090909091,0.0,0.00343642611684,0.0227272727273,3.0
job,0.454545454545,0.0561797752809,0.0927835051546,0.431818181818,71.0
cut,0.181818181818,0.0224719101124,0.0549828178694,0.0,26.0
opposition,0.363636363636,0.0786516853933,0.158075601375,0.0,78.0
competent,0.181818181818,0.00280898876404,0.0,0.0,3.0
disproportionately,0.0909090909091,0.0,0.0378006872852,0.0,12.0
come,0.181818181818,0.126404494382,0.109965635739,0.113636363636,84.0
barrett,0.272727272727,0.0,0.0,0.0,3.0
essentially,0.0909090909091,0.00842696629213,0.0515463917526,0.0,19.0
drum,0.0909090909091,0.00280898876404,0.0,0.0,2.0
meritless,0.0909090909091,0.00842696629213,0.00343642611684,0.0,5.0
appropriations,0.272727272727,0.14606741573,0.151202749141,0.25,110.0
country,0.545454545455,0.171348314607,0.374570446735,0.181818181818,184.0
offending,0.0909090909091,0.00280898876404,0.0,0.0,2.0
according,0.0909090909091,0.00842696629213,0.0274914089347,0.0227272727273,13.0
foreign,0.363636363636,0.0674157303371,0.0687285223368,0.0,48.0
tripled,0.0909090909091,0.00280898876404,0.0,0.0,2.0
china,0.454545454545,0.457865168539,0.525773195876,0.0,321.0
