,RN,RY,DN,DY,total
internet,0.0,0.00842696629213,0.0,0.0,3.0
incentives,0.0,0.00561797752809,0.020618556701,0.0,8.0
possibility,0.0,0.00842696629213,0.0171821305842,0.0,8.0
quite,0.0,0.0280898876404,0.0171821305842,0.0,15.0
complicated,0.0,0.00280898876404,0.00687285223368,0.0,3.0
plea,0.0,0.00561797752809,0.0,0.0,2.0
remainder,0.0,0.00561797752809,0.00343642611684,0.0,3.0
training,0.0,0.0421348314607,0.0584192439863,0.0,32.0
programming,0.0,0.00561797752809,0.00343642611684,0.0,3.0
modest,0.0,0.00842696629213,0.0,0.0,3.0
massive,0.0,0.00561797752809,0.0137457044674,0.0227272727273,7.0
emotion,0.0,0.00842696629213,0.0,0.0,3.0
saving,0.0,0.00561797752809,0.00343642611684,0.0454545454545,5.0
clause,0.0,0.0196629213483,0.0343642611684,0.0227272727273,18.0
specifically,0.0,0.0337078651685,0.0412371134021,0.0,24.0
structured,0.0,0.0112359550562,0.0103092783505,0.0,7.0
extortion,0.0,0.00561797752809,0.0,0.0,2.0
imposing,0.0,0.00561797752809,0.00343642611684,0.0,3.0
teacher,0.0,0.0252808988764,0.158075601375,0.0,55.0
2,0.0,0.188202247191,0.233676975945,0.136363636364,141.0
draft,0.0,0.00561797752809,0.0103092783505,0.0,5.0
cite,0.0,0.00280898876404,0.00343642611684,0.0,2.0
surges,0.0,0.00280898876404,0.00687285223368,0.0,3.0
ridiculous,0.0,0.00561797752809,0.00343642611684,0.0,3.0
herds,0.0,0.0140449438202,0.00343642611684,0.0227272727273,7.0
representing,0.0,0.00842696629213,0.020618556701,0.0,9.0
addressing,0.0,0.0140449438202,0.0240549828179,0.0227272727273,13.0
illness,0.0,0.00561797752809,0.0,0.0,2.0
locations,0.0,0.00280898876404,0.00687285223368,0.0,3.0
saw,0.0,0.0308988764045,0.0309278350515,0.0,20.0
unsuitable,0.0,0.00561797752809,0.0,0.0,2.0
aside,0.0,0.00561797752809,0.00687285223368,0.0454545454545,6.0
jefferson,0.0,0.00280898876404,0.00343642611684,0.0227272727273,3.0
destroy,0.0,0.00561797752809,0.020618556701,0.0,8.0
ironically,0.0,0.00561797752809,0.00687285223368,0.0,4.0
altered,0.0,0.00280898876404,0.00343642611684,0.0,2.0
opposite,0.0,0.00842696629213,0.00687285223368,0.0,5.0
knew,0.0,0.00280898876404,0.0171821305842,0.0,6.0
printed,0.0,0.0477528089888,0.00343642611684,0.0454545454545,20.0
remarks,0.0,0.00561797752809,0.00343642611684,0.0,3.0
average,0.0,0.00842696629213,0.020618556701,0.0,9.0
federal,0.0,0.286516853933,0.690721649485,0.25,314.0
laws,0.0,0.0926966292135,0.137457044674,0.0227272727273,74.0
madison,0.0,0.0365168539326,0.020618556701,0.0,19.0
merit,0.0,0.00280898876404,0.00343642611684,0.0,2.0
scarce,0.0,0.00280898876404,0.00687285223368,0.0,3.0
equipped,0.0,0.00842696629213,0.00687285223368,0.0,5.0
congressional,0.0,0.064606741573,0.0962199312715,0.0227272727273,52.0
dispute,0.0,0.00842696629213,0.0103092783505,0.0,6.0
assistant,0.0,0.00280898876404,0.00687285223368,0.0,3.0
condemning,0.0,0.00280898876404,0.00343642611684,0.0,2.0
prime,0.0,0.00280898876404,0.00343642611684,0.0,2.0
resource,0.0,0.0140449438202,0.0137457044674,0.0,9.0
worried,0.0,0.00561797752809,0.0171821305842,0.0,7.0
vision,0.0,0.00280898876404,0.00687285223368,0.0,3.0
grantees,0.0,0.0337078651685,0.0274914089347,0.0681818181818,23.0
alarming,0.0,0.00561797752809,0.0,0.0,2.0
sites,0.0,0.00280898876404,0.00687285223368,0.0,3.0
bureau,0.0,0.0196629213483,0.0240549828179,0.0454545454545,16.0
enjoys,0.0,0.00280898876404,0.00687285223368,0.0,3.0
jobs,0.0,0.0814606741573,0.189003436426,0.0,84.0
screen,0.0,0.00561797752809,0.0103092783505,0.0,5.0
designees,0.0,0.00842696629213,0.0,0.0,3.0
s,0.0,0.00280898876404,0.0103092783505,0.0,4.0
expended,0.0,0.00561797752809,0.00343642611684,0.0,3.0
caring,0.0,0.0140449438202,0.00343642611684,0.0,6.0
stretch,0.0,0.00280898876404,0.00343642611684,0.0,2.0
west,0.0,0.0505617977528,0.0171821305842,0.0454545454545,25.0
needlessly,0.0,0.00280898876404,0.00343642611684,0.0227272727273,3.0
defined,0.0,0.00561797752809,0.0103092783505,0.0,5.0
combined,0.0,0.0112359550562,0.00687285223368,0.0681818181818,9.0
wants,0.0,0.0365168539326,0.0343642611684,0.0227272727273,24.0
enable,0.0,0.0112359550562,0.0103092783505,0.0,7.0
u.s.c,0.0,0.0252808988764,0.00687285223368,0.0,11.0
thousand,0.0,0.00561797752809,0.00687285223368,0.0,4.0
formed,0.0,0.00280898876404,0.00687285223368,0.0,3.0
tribal,0.0,0.00561797752809,0.0137457044674,0.0,6.0
polls,0.0,0.00280898876404,0.0,0.0454545454545,3.0
policies,0.0,0.0449438202247,0.0378006872852,0.0227272727273,28.0
curricula,0.0,0.00280898876404,0.00687285223368,0.0,3.0
engaged,0.0,0.0168539325843,0.0137457044674,0.0,10.0
technology,0.0,0.0224719101124,0.00343642611684,0.0227272727273,10.0
expenditures,0.0,0.00280898876404,0.00687285223368,0.0,3.0
scientifically,0.0,0.00561797752809,0.00343642611684,0.0,3.0
vacant,0.0,0.0140449438202,0.0,0.0,5.0
summer,0.0,0.00561797752809,0.00687285223368,0.0227272727273,5.0
rest,0.0,0.0140449438202,0.0343642611684,0.0,15.0
safeguards,0.0,0.0112359550562,0.0549828178694,0.0909090909091,24.0
presumption,0.0,0.00842696629213,0.00343642611684,0.0,4.0
aspects,0.0,0.0140449438202,0.0103092783505,0.0,8.0
traffic,0.0,0.00561797752809,0.0,0.0227272727273,3.0
postal,0.0,0.00561797752809,0.0,0.0,2.0
vague,0.0,0.00280898876404,0.00343642611684,0.0,2.0
discarded,0.0,0.00280898876404,0.00343642611684,0.0,2.0
satisfactory,0.0,0.00842696629213,0.0,0.0,3.0
thinks,0.0,0.00280898876404,0.0240549828179,0.0,8.0
restoring,0.0,0.0112359550562,0.00343642611684,0.0,5.0
refer,0.0,0.00561797752809,0.0,0.0,2.0
destroys,0.0,0.00280898876404,0.00343642611684,0.0,2.0
scientific,0.0,0.00280898876404,0.00687285223368,0.0,3.0
intimate,0.0,0.00561797752809,0.00343642611684,0.0,3.0
package,0.0,0.00561797752809,0.00687285223368,0.0,4.0
industry,0.0,0.0702247191011,0.0687285223368,0.0,45.0
favorite,0.0,0.00280898876404,0.00343642611684,0.0,2.0
flawed,0.0,0.00561797752809,0.0378006872852,0.0227272727273,14.0
homeless,0.0,0.00280898876404,0.0103092783505,0.0,4.0
accumulated,0.0,0.00561797752809,0.0,0.0,2.0
sealed,0.0,0.00280898876404,0.00687285223368,0.0,3.0
...is,0.0,0.00561797752809,0.0,0.0,2.0
recommends,0.0,0.00561797752809,0.0,0.0,2.0
complete,0.0,0.0196629213483,0.0137457044674,0.0227272727273,12.0
elimination,0.0,0.0168539325843,0.00687285223368,0.0227272727273,9.0
parasites,0.0,0.00561797752809,0.00343642611684,0.0454545454545,5.0
buying,0.0,0.00280898876404,0.0171821305842,0.0,6.0
rush,0.0,0.00280898876404,0.00343642611684,0.0,2.0
october,0.0,0.00561797752809,0.0652920962199,0.0,21.0
dirty,0.0,0.00280898876404,0.00687285223368,0.0,3.0
abuses,0.0,0.0224719101124,0.0274914089347,0.0,16.0
detailed,0.0,0.00561797752809,0.00687285223368,0.0227272727273,5.0
gone,0.0,0.00561797752809,0.0274914089347,0.0227272727273,11.0
stealing,0.0,0.00842696629213,0.00687285223368,0.0,5.0
ar,0.0,0.00280898876404,0.00343642611684,0.0,2.0
walks,0.0,0.00280898876404,0.0103092783505,0.0,4.0
az,0.0,0.00561797752809,0.0,0.0,2.0
mandated,0.0,0.00561797752809,0.0103092783505,0.0,5.0
abolish,0.0,0.00280898876404,0.00343642611684,0.0,2.0
pollutants,0.0,0.00280898876404,0.00343642611684,0.0227272727273,3.0
omnibus,0.0,0.00842696629213,0.00687285223368,0.0454545454545,7.0
u.srepresentative,0.0,0.0112359550562,0.0,0.0,4.0
mass,0.0,0.00561797752809,0.0240549828179,0.0,9.0
original,0.0,0.0112359550562,0.0103092783505,0.0227272727273,8.0
waives,0.0,0.00842696629213,0.0,0.0,3.0
consider,0.0,0.0365168539326,0.120274914089,0.0,48.0
caused,0.0,0.0252808988764,0.00343642611684,0.0,10.0
fairness,0.0,0.0168539325843,0.0137457044674,0.0,10.0
causes,0.0,0.00561797752809,0.00343642611684,0.0,3.0
improperly,0.0,0.00280898876404,0.00343642611684,0.0,2.0
hunting,0.0,0.00561797752809,0.0,0.0,2.0
paying,0.0,0.0112359550562,0.0378006872852,0.0,15.0
appointment,0.0,0.0280898876404,0.0,0.0909090909091,14.0
returned,0.0,0.00280898876404,0.00343642611684,0.0,2.0
manageable,0.0,0.00280898876404,0.0,0.0227272727273,2.0
17th,0.0,0.00280898876404,0.0103092783505,0.0,4.0
accompanying,0.0,0.00561797752809,0.0,0.0,2.0
recommit,0.0,0.0393258426966,0.0309278350515,0.0,23.0
quicker,0.0,0.00561797752809,0.0,0.0,2.0
penalties,0.0,0.0224719101124,0.0103092783505,0.0,11.0
discriminated,0.0,0.00561797752809,0.0,0.0227272727273,3.0
investment,0.0,0.00842696629213,0.0240549828179,0.0,10.0
richard,0.0,0.00561797752809,0.0137457044674,0.0,6.0
section,0.0,0.0786516853933,0.0652920962199,0.0,47.0
prevailed,0.0,0.00280898876404,0.00343642611684,0.0,2.0
method,0.0,0.0196629213483,0.00343642611684,0.0,8.0
hours,0.0,0.00842696629213,0.020618556701,0.0227272727273,10.0
november,0.0,0.00842696629213,0.00687285223368,0.0227272727273,6.0
compliance,0.0,0.0449438202247,0.0171821305842,0.0,21.0
experience,0.0,0.0224719101124,0.0481099656357,0.0454545454545,24.0
prior,0.0,0.0112359550562,0.0274914089347,0.0,12.0
social,0.0,0.0365168539326,0.103092783505,0.0227272727273,44.0
action,0.0,0.0674157303371,0.20618556701,0.113636363636,89.0
enactment,0.0,0.0196629213483,0.0378006872852,0.0,18.0
vii,0.0,0.00561797752809,0.0584192439863,0.0,19.0
petroleum,0.0,0.0196629213483,0.0,0.0,7.0
6,0.0,0.0449438202247,0.0515463917526,0.0681818181818,34.0
door,0.0,0.00280898876404,0.020618556701,0.0,7.0
initiated,0.0,0.00561797752809,0.0,0.0,2.0
company,0.0,0.0252808988764,0.0584192439863,0.0,26.0
corrected,0.0,0.00842696629213,0.00343642611684,0.0,4.0
citizenry,0.0,0.00280898876404,0.00343642611684,0.0,2.0
objections,0.0,0.0140449438202,0.0103092783505,0.0,8.0
science,0.0,0.00561797752809,0.0137457044674,0.0,6.0
resources,0.0,0.0477528089888,0.103092783505,0.136363636364,53.0
learn,0.0,0.0280898876404,0.0584192439863,0.0454545454545,29.0
male,0.0,0.00561797752809,0.0,0.0,2.0
beautiful,0.0,0.00561797752809,0.0,0.0,2.0
prompt,0.0,0.00280898876404,0.00343642611684,0.0,2.0
impacts,0.0,0.00561797752809,0.00687285223368,0.0,4.0
stated,0.0,0.0365168539326,0.0652920962199,0.0227272727273,33.0
suggestions,0.0,0.00561797752809,0.00687285223368,0.0,4.0
accept,0.0,0.0112359550562,0.0378006872852,0.0909090909091,19.0
unbiased,0.0,0.00280898876404,0.00343642611684,0.0,2.0
sense,0.0,0.0365168539326,0.0412371134021,0.0227272727273,26.0
information,0.0,0.0140449438202,0.0824742268041,0.0681818181818,32.0
plant,0.0,0.0168539325843,0.0,0.0,6.0
plane,0.0,0.0168539325843,0.0,0.0,6.0
authentic,0.0,0.00280898876404,0.00343642611684,0.0,2.0
itc,0.0,0.00842696629213,0.0,0.0,3.0
wide-ranging,0.0,0.00561797752809,0.0,0.0,2.0
paper,0.0,0.0196629213483,0.0137457044674,0.0454545454545,13.0
rapidly,0.0,0.00561797752809,0.00687285223368,0.0227272727273,5.0
individuals,0.0,0.0505617977528,0.0515463917526,0.0227272727273,34.0
bypass,0.0,0.00561797752809,0.0103092783505,0.0681818181818,8.0
entire,0.0,0.0365168539326,0.0343642611684,0.0,23.0
propose,0.0,0.00280898876404,0.00687285223368,0.0,3.0
misuse,0.0,0.00561797752809,0.00687285223368,0.0,4.0
harbor,0.0,0.00280898876404,0.020618556701,0.0,7.0
shocking,0.0,0.00561797752809,0.0,0.0,2.0
reduce,0.0,0.0140449438202,0.0481099656357,0.0,19.0
police,0.0,0.101123595506,0.0515463917526,0.0,51.0
exorbitant,0.0,0.00561797752809,0.0,0.0,2.0
millender-mcdonald,0.0,0.00280898876404,0.00343642611684,0.0909090909091,6.0
prograwithin,0.0,0.00561797752809,0.0,0.0,2.0
research,0.0,0.0337078651685,0.0274914089347,0.0,20.0
occurs,0.0,0.0168539325843,0.0137457044674,0.0,10.0
highway,0.0,0.00561797752809,0.0274914089347,0.0,10.0
belief,0.0,0.0112359550562,0.0137457044674,0.0,8.0
risen,0.0,0.00561797752809,0.00343642611684,0.0,3.0
qualify,0.0,0.00280898876404,0.0137457044674,0.0227272727273,6.0
conditioning,0.0,0.00561797752809,0.0,0.0227272727273,3.0
definition,0.0,0.00842696629213,0.0171821305842,0.0,8.0
owners,0.0,0.0224719101124,0.00687285223368,0.0,10.0
castle,0.0,0.00280898876404,0.00343642611684,0.0,2.0
number,0.0,0.176966292135,0.185567010309,0.159090909091,124.0
preservation,0.0,0.00561797752809,0.00687285223368,0.0227272727273,5.0
leverage,0.0,0.0112359550562,0.00343642611684,0.0,5.0
threatening,0.0,0.00280898876404,0.00687285223368,0.0,3.0
relationship,0.0,0.0140449438202,0.0378006872852,0.0,16.0
appreciation,0.0,0.00561797752809,0.0103092783505,0.0,5.0
focusing,0.0,0.00280898876404,0.00343642611684,0.0,2.0
critically,0.0,0.00561797752809,0.0240549828179,0.0,9.0
determined,0.0,0.0140449438202,0.020618556701,0.0,11.0
preprinted,0.0,0.00280898876404,0.00343642611684,0.0,2.0
guarding,0.0,0.00280898876404,0.00343642611684,0.0,2.0
vitally,0.0,0.00561797752809,0.0,0.0,2.0
sell,0.0,0.0393258426966,0.0137457044674,0.0,18.0
recognizing,0.0,0.0112359550562,0.00343642611684,0.0,5.0
internal,0.0,0.00561797752809,0.020618556701,0.0,8.0
play,0.0,0.0140449438202,0.0446735395189,0.0227272727273,19.0
firsthand,0.0,0.0196629213483,0.0240549828179,0.0,14.0
accepting,0.0,0.00561797752809,0.00687285223368,0.0,4.0
understands,0.0,0.00561797752809,0.00343642611684,0.0,3.0
omaha,0.0,0.00561797752809,0.0,0.0,2.0
cover,0.0,0.00280898876404,0.0309278350515,0.0,10.0
dragged,0.0,0.00280898876404,0.0,0.0227272727273,2.0
blended,0.0,0.00561797752809,0.0,0.0,2.0
rayburn,0.0,0.00280898876404,0.00687285223368,0.0,3.0
session,0.0,0.00842696629213,0.0,0.0,3.0
failed,0.0,0.0280898876404,0.0240549828179,0.0,17.0
wayne,0.0,0.0112359550562,0.0,0.0,4.0
h.provides,0.0,0.00561797752809,0.0,0.0,2.0
unconstitutional,0.0,0.00561797752809,0.0412371134021,0.0,14.0
dependent,0.0,0.00280898876404,0.0103092783505,0.0,4.0
banned,0.0,0.00280898876404,0.00343642611684,0.0,2.0
remedy,0.0,0.0140449438202,0.020618556701,0.0227272727273,12.0
preparing,0.0,0.0168539325843,0.0171821305842,0.0,11.0
closely,0.0,0.0168539325843,0.00687285223368,0.0,8.0
untreated,0.0,0.00842696629213,0.00343642611684,0.0909090909091,8.0
obscure,0.0,0.00280898876404,0.00343642611684,0.0,2.0
river,0.0,0.0112359550562,0.0103092783505,0.0454545454545,9.0
overwhelm,0.0,0.00561797752809,0.0,0.0,2.0
potent,0.0,0.00561797752809,0.0,0.0,2.0
h.that,0.0,0.00561797752809,0.020618556701,0.0,8.0
sec,0.0,0.0337078651685,0.0,0.0,12.0
currently,0.0,0.0674157303371,0.0824742268041,0.0909090909091,52.0
knowing,0.0,0.00561797752809,0.00343642611684,0.0,3.0
targeted,0.0,0.0112359550562,0.00343642611684,0.0,5.0
incident,0.0,0.00842696629213,0.0,0.0,3.0
renminbi,0.0,0.00561797752809,0.0,0.0,2.0
legislature,0.0,0.00842696629213,0.00687285223368,0.0,5.0
tangible,0.0,0.00280898876404,0.00343642611684,0.0,2.0
barely,0.0,0.00280898876404,0.0,0.0227272727273,2.0
connection,0.0,0.00842696629213,0.0137457044674,0.0,7.0
improves,0.0,0.00280898876404,0.0171821305842,0.0,6.0
long-term,0.0,0.0280898876404,0.020618556701,0.0454545454545,18.0
approve,0.0,0.00280898876404,0.0309278350515,0.0227272727273,11.0
load,0.0,0.00280898876404,0.0,0.0227272727273,2.0
acted,0.0,0.0140449438202,0.0,0.0,5.0
community,0.0,0.0814606741573,0.13058419244,0.0227272727273,68.0
agents,0.0,0.00561797752809,0.00687285223368,0.0,4.0
church,0.0,0.0505617977528,0.281786941581,0.0,100.0
initiation,0.0,0.00842696629213,0.0,0.0,3.0
contained,0.0,0.00280898876404,0.0274914089347,0.0,9.0
firm,0.0,0.00561797752809,0.00687285223368,0.0,4.0
champion,0.0,0.00280898876404,0.0103092783505,0.0,4.0
handling,0.0,0.00280898876404,0.020618556701,0.0,7.0
judicial,0.0,0.0168539325843,0.189003436426,0.0,61.0
straight,0.0,0.00842696629213,0.020618556701,0.0,9.0
receive,0.0,0.0365168539326,0.0893470790378,0.0454545454545,41.0
error,0.0,0.00842696629213,0.00343642611684,0.0,4.0
pound,0.0,0.00561797752809,0.0,0.0,2.0
binding,0.0,0.00561797752809,0.0240549828179,0.0,9.0
35,0.0,0.00561797752809,0.0171821305842,0.0227272727273,8.0
shorter,0.0,0.00842696629213,0.00343642611684,0.0,4.0
read,0.0,0.0365168539326,0.0446735395189,0.0454545454545,28.0
virtually,0.0,0.0168539325843,0.0274914089347,0.0454545454545,16.0
survey,0.0,0.0140449438202,0.0171821305842,0.0,10.0
comprehensive,0.0,0.0365168539326,0.0893470790378,0.0227272727273,40.0
defeat,0.0,0.0140449438202,0.0481099656357,0.0227272727273,20.0
opinion,0.0,0.00842696629213,0.0137457044674,0.0,7.0
stack,0.0,0.00280898876404,0.00343642611684,0.0,2.0
expend,0.0,0.00561797752809,0.0,0.0,2.0
alleging,0.0,0.00280898876404,0.0103092783505,0.0,4.0
concrete,0.0,0.0112359550562,0.00687285223368,0.0,6.0
inflation,0.0,0.00280898876404,0.00687285223368,0.0,3.0
amp,0.0,0.89606741573,0.0274914089347,0.0,327.0
defenders,0.0,0.00280898876404,0.00343642611684,0.0,2.0
conclusions,0.0,0.00842696629213,0.0,0.0,3.0
eager,0.0,0.00280898876404,0.00343642611684,0.0,2.0
parents,0.0,0.143258426966,0.185567010309,0.0227272727273,106.0
location,0.0,0.00280898876404,0.00687285223368,0.0,3.0
homeland,0.0,0.0112359550562,0.0,0.0,4.0
prograwhich,0.0,0.00561797752809,0.00343642611684,0.0,3.0
input,0.0,0.0140449438202,0.00687285223368,0.0,7.0
demands,0.0,0.0112359550562,0.0,0.0,4.0
suffering,0.0,0.00561797752809,0.00687285223368,0.0227272727273,5.0
projects,0.0,0.00280898876404,0.0171821305842,0.0,6.0
formal,0.0,0.00561797752809,0.00343642611684,0.0,3.0
imposed,0.0,0.00561797752809,0.0274914089347,0.0,10.0
d,0.0,0.00561797752809,0.00343642611684,0.0,3.0
chorus,0.0,0.00280898876404,0.00343642611684,0.0,2.0
communications,0.0,0.00561797752809,0.00343642611684,0.0,3.0
suppliers,0.0,0.00842696629213,0.0,0.0,3.0
pertaining,0.0,0.00280898876404,0.00343642611684,0.0,2.0
methods,0.0,0.00280898876404,0.0,0.0227272727273,2.0
spring,0.0,0.00561797752809,0.0103092783505,0.0,5.0
veterinary,0.0,0.00561797752809,0.0,0.0,2.0
religion,0.0,0.0224719101124,0.316151202749,0.0681818181818,103.0
inserting,0.0,0.00842696629213,0.0,0.0,3.0
ba,0.0,0.00561797752809,0.0,0.0,2.0
agreement,0.0,0.0393258426966,0.144329896907,0.0,56.0
relating,0.0,0.0112359550562,0.020618556701,0.0227272727273,11.0
wildlife,0.0,0.0224719101124,0.00343642611684,0.0,9.0
deserves,0.0,0.00842696629213,0.020618556701,0.0,9.0
repair,0.0,0.00561797752809,0.0137457044674,0.0,6.0
clinton,0.0,0.0449438202247,0.0378006872852,0.0,27.0
colorado,0.0,0.0112359550562,0.00687285223368,0.0,6.0
terrorists,0.0,0.0168539325843,0.0515463917526,0.0,21.0
hometown,0.0,0.00561797752809,0.0,0.0227272727273,3.0
integral,0.0,0.00280898876404,0.0103092783505,0.0,4.0
appropriate,0.0,0.0308988764045,0.085910652921,0.0,36.0
spending,0.0,0.0365168539326,0.0309278350515,0.0227272727273,23.0
submit,0.0,0.0168539325843,0.0309278350515,0.0,15.0
thirdly,0.0,0.00280898876404,0.0103092783505,0.0,4.0
link,0.0,0.00561797752809,0.00687285223368,0.0,4.0
pacific,0.0,0.00561797752809,0.00343642611684,0.0227272727273,4.0
line,0.0,0.0224719101124,0.0309278350515,0.0454545454545,19.0
considerable,0.0,0.0112359550562,0.00343642611684,0.0,5.0
prografrom,0.0,0.00280898876404,0.00687285223368,0.0,3.0
verification,0.0,0.00842696629213,0.0,0.0,3.0
supervisor,0.0,0.00280898876404,0.00343642611684,0.0,2.0
raging,0.0,0.00280898876404,0.0,0.0227272727273,2.0
influence,0.0,0.00561797752809,0.00687285223368,0.0,4.0
globally,0.0,0.00561797752809,0.0,0.0,2.0
nondiscriminatory,0.0,0.00280898876404,0.00343642611684,0.0,2.0
edwards,0.0,0.0112359550562,0.00343642611684,0.0,5.0
actors,0.0,0.00561797752809,0.0,0.0,2.0
elements,0.0,0.00280898876404,0.00687285223368,0.0,3.0
provided,0.0,0.0589887640449,0.0996563573883,0.0227272727273,51.0
suppression,0.0,0.00280898876404,0.00343642611684,0.0,2.0
sides,0.0,0.0365168539326,0.0652920962199,0.0227272727273,33.0
ustr,0.0,0.00280898876404,0.00343642611684,0.0,2.0
age,0.0,0.0140449438202,0.00343642611684,0.0,6.0
carrying,0.0,0.0224719101124,0.00343642611684,0.0,9.0
u.slaw,0.0,0.00280898876404,0.0137457044674,0.0,5.0
enrolled,0.0,0.00561797752809,0.0240549828179,0.0,9.0
fresh,0.0,0.00842696629213,0.0,0.0,3.0
having,0.0,0.10393258427,0.0721649484536,0.113636363636,63.0
code,0.0,0.00842696629213,0.0137457044674,0.0227272727273,8.0
partial,0.0,0.00280898876404,0.00343642611684,0.0,2.0
results,0.0,0.0365168539326,0.0240549828179,0.0,20.0
broader,0.0,0.00561797752809,0.00687285223368,0.0,4.0
centers,0.0,0.0168539325843,0.0584192439863,0.0227272727273,24.0
one-half,0.0,0.00280898876404,0.00687285223368,0.0,3.0
longstanding,0.0,0.00280898876404,0.144329896907,0.0,43.0
concerned,0.0,0.0337078651685,0.134020618557,0.0,51.0
young,0.0,0.0112359550562,0.0824742268041,0.0909090909091,32.0
continues,0.0,0.0224719101124,0.0446735395189,0.0227272727273,22.0
practicing,0.0,0.00561797752809,0.0103092783505,0.0,5.0
continued,0.0,0.0112359550562,0.0309278350515,0.0,13.0
timely,0.0,0.00561797752809,0.0,0.0,2.0
northwestern,0.0,0.00280898876404,0.00343642611684,0.0,2.0
magic,0.0,0.0140449438202,0.0,0.0,5.0
race,0.0,0.00561797752809,0.0618556701031,0.0,20.0
expressed,0.0,0.0140449438202,0.00343642611684,0.0,6.0
richmond,0.0,0.00280898876404,0.00687285223368,0.0,3.0
consistently,0.0,0.00280898876404,0.0137457044674,0.0,5.0
indian,0.0,0.00280898876404,0.0137457044674,0.0,5.0
led,0.0,0.0112359550562,0.0103092783505,0.0,7.0
poverty,0.0,0.0140449438202,0.0893470790378,0.0,31.0
great,0.0,0.11797752809,0.113402061856,0.0227272727273,76.0
engage,0.0,0.0112359550562,0.0137457044674,0.0,8.0
technical,0.0,0.00280898876404,0.0103092783505,0.0227272727273,5.0
involved,0.0,0.0758426966292,0.0618556701031,0.0227272727273,46.0
resulting,0.0,0.0112359550562,0.0171821305842,0.0,9.0
derby,0.0,0.00280898876404,0.00687285223368,0.0,3.0
contaminants,0.0,0.00280898876404,0.0,0.0227272727273,2.0
makes,0.0,0.0561797752809,0.116838487973,0.0454545454545,56.0
involves,0.0,0.00561797752809,0.0,0.0,2.0
h.will,0.0,0.0112359550562,0.00687285223368,0.0,6.0
complying,0.0,0.00280898876404,0.00343642611684,0.0,2.0
tools,0.0,0.0280898876404,0.00687285223368,0.0227272727273,13.0
confidence,0.0,0.0252808988764,0.00687285223368,0.0,11.0
illegal,0.0,0.00842696629213,0.0309278350515,0.0,12.0
ministers,0.0,0.00280898876404,0.0137457044674,0.0,5.0
doubt,0.0,0.00561797752809,0.0240549828179,0.0,9.0
forefathers,0.0,0.00561797752809,0.00343642611684,0.0,3.0
occurred,0.0,0.0224719101124,0.0343642611684,0.0,18.0
opposing,0.0,0.00561797752809,0.0343642611684,0.0,12.0
high,0.0,0.0365168539326,0.0962199312715,0.0,41.0
animals,0.0,0.0421348314607,0.0137457044674,0.0,19.0
integrating,0.0,0.00280898876404,0.00343642611684,0.0,2.0
purposes,0.0,0.0393258426966,0.0240549828179,0.0,21.0
pieces,0.0,0.00280898876404,0.0103092783505,0.0,4.0
weaken,0.0,0.00842696629213,0.0137457044674,0.0227272727273,8.0
educational,0.0,0.0337078651685,0.0790378006873,0.0227272727273,36.0
destroying,0.0,0.00280898876404,0.00687285223368,0.0,3.0
delay,0.0,0.00280898876404,0.0343642611684,0.0,11.0
animal,0.0,0.00280898876404,0.00343642611684,0.0681818181818,5.0
establishment,0.0,0.00842696629213,0.00343642611684,0.0,4.0
demonstrating,0.0,0.00280898876404,0.00343642611684,0.0,2.0
counter,0.0,0.00561797752809,0.00687285223368,0.0,4.0
element,0.0,0.0112359550562,0.00343642611684,0.0,5.0
realizes,0.0,0.00280898876404,0.00687285223368,0.0,3.0
nancy,0.0,0.00842696629213,0.00687285223368,0.0,5.0
counted,0.0,0.0140449438202,0.0137457044674,0.0,9.0
directs,0.0,0.00561797752809,0.00687285223368,0.0,4.0
perfect,0.0,0.0140449438202,0.0309278350515,0.0227272727273,15.0
chosen,0.0,0.00561797752809,0.020618556701,0.0,8.0
meantime,0.0,0.0140449438202,0.0,0.0227272727273,6.0
degrees,0.0,0.00280898876404,0.0378006872852,0.0,12.0
puerto,0.0,0.00561797752809,0.0,0.0,2.0
subparagraph,0.0,0.00842696629213,0.00687285223368,0.0,5.0
designs,0.0,0.00561797752809,0.0,0.0,2.0
outlined,0.0,0.00842696629213,0.020618556701,0.0454545454545,11.0
disrupted,0.0,0.00561797752809,0.00687285223368,0.0,4.0
transparent,0.0,0.00561797752809,0.00343642611684,0.0,3.0
presidential,0.0,0.0196629213483,0.0137457044674,0.0,11.0
accompanies,0.0,0.00561797752809,0.0,0.0,2.0
truth,0.0,0.00842696629213,0.0240549828179,0.0,10.0
rising,0.0,0.0112359550562,0.0103092783505,0.0,7.0
deficiency,0.0,0.00280898876404,0.00687285223368,0.0,3.0
books,0.0,0.00561797752809,0.020618556701,0.0,8.0
agriculture,0.0,0.0140449438202,0.0137457044674,0.0,9.0
fundamentally,0.0,0.00842696629213,0.00343642611684,0.0,4.0
',0.0,0.00842696629213,0.00687285223368,0.0454545454545,7.0
populace,0.0,0.00280898876404,0.00343642611684,0.0,2.0
surely,0.0,0.00280898876404,0.00343642611684,0.0,2.0
victiof,0.0,0.00842696629213,0.0274914089347,0.0,11.0
regulatory,0.0,0.0140449438202,0.00343642611684,0.0,6.0
gallons,0.0,0.00280898876404,0.00343642611684,0.0,2.0
david,0.0,0.00280898876404,0.0103092783505,0.0,4.0
